City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
542,caracuaro,MX,89.87,clear sky,19.01,-101.13,Hotel Juana
544,nizwa,OM,85.71,overcast clouds,22.93,57.53,Orient Apartments
545,bar,UA,73.0,clear sky,49.08,27.68,"Kompleks Vidpochynku ""Dykyy Med"""
547,attendorn,DE,68.0,clear sky,51.13,7.9,Burghotel Schnellenberg
548,mucurapo,TT,88.0,shower rain,10.67,-61.53,Courtyard by Marriott Port of Spain
549,takoradi,GH,76.05,overcast clouds,4.88,-1.76,Raybow International Hotel
550,porto-vecchio,FR,82.4,clear sky,41.59,9.28,Hôtel Le Goéland - Casa Santini
551,nhulunbuy,AU,69.8,clear sky,-12.23,136.77,East Arnhem Real Estate
552,namibe,AO,66.43,scattered clouds,-15.2,12.15,Hotel Chik Chik Namibe
553,primorsko-akhtarsk,RU,70.9,clear sky,46.05,38.17,Guest House on 50 let Oktyabrya
557,shenavan,AM,82.4,few clouds,40.05,43.93,
558,hervey bay,AU,61.0,overcast clouds,-25.3,152.85,Shelly Bay Resort
559,hailey,US,81.0,clear sky,43.52,-114.32,Wood River Inn & Suites
561,aksu,CN,78.71,overcast clouds,41.12,80.26,Pudong Holiday Hotel
563,plettenberg bay,ZA,61.09,clear sky,-34.05,23.37,Thanda Vista B&B
564,cayenne,GF,87.8,broken clouds,4.93,-52.33,Hôtel Le Dronmi
